Messstelle Nr.,Messtelle,Messbeginn,Messende,Messstellezweck,Betreiber,Landkreis,Flussgebiet,Grundwasserkörper,Überschwemmungsgebiet,Wasserschutzgebiet,UTM-Rechtswert,UTM-Hochwert
500001044,WW NH GNHO11/1.F3,1989,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32572827,5898154
500001046,WW NH GNHO15/1.F1,1976,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574669,5897400
500001043,WW NH GNHO15/1.F2,1989,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574669,5897400
500001047,WW NH GNHO15/1.F3,2000,2000,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574669,5897400
500001048,WW NH GNHO15/2.F1,1993,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574789,5897370
500001051,WW NH GNHO15/3 F3,1976,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32575580,5897759
500001049,WW NH GNHO15/3.F1,1989,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32575579,5897759
500001050,WW NH GNHO15/3.F3,1976,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32575579,5897759
500001053,WW NH GNHO20/1.F1,1976,1987,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32576319,5900758
500001052,WW NH GNHO21/1.F1,1976,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32567212,5899209
500001407,WW NH GNHO23/2.F1,2004,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32573500,5900198
500001412,WW NH GNHO23/2.F2,2004,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32573500,5900198
500001405,WW NH GNHO3/1 F3,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568102,5899419
500001492,WW NH GNHO3/4 F1,2005,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568177,5899717
500001056,WW NH GNHO41/2 F1,1989,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568242,5898249
500001057,WW NH GNHO41/2.F2,1976,2000,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568242,5898249
500001507,WW NH GNHSCH10/1 F1,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32561595,5902483
500001058,WW NH GNHSCH41/2 F1,1981,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32561565,5903507
500001060,WW NH GNHSCH4/2 F1,1993,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32561565,5903507
500001061,WW NH GNHSCH4/2 F2,1993,2000,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32561565,5903508
500001064,WW NH GNHW10/1.F1,1993,2008,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559495,5898279
500001065,WW NH GNHW10/1.F2,2002,2008,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559495,5898279
500001413,WW NH GNHW1/2 F1,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555007,5898170
500001062,WW NH GNHW1/5.F1,1976,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554617,5898195
500001063,WW NH GNHW1/5.F2,1976,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554617,5898195
500001508,WW NH GNHW1/6 F1,2005,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32553968,5898200
500001510,WW NH GNHW3/1 F1,2005,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555327,5896840
500001513,WW NH GNHW32/2 F1,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32552728,5897830
500001587,WW NH GNHW3/3 F2,2006,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555447,5896869
500001414,WW NH GNHW3/4 F1,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555767,5896950
500001514,WW NH GNHW34/2 F1,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32557656,5900349
500000555,WW NH GNHW39/1 F1,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555897,5900049
500000557,WW NH GNHW39/1 F2,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555898,5900049
500001515,WW NH GNHW6/2 F1,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556896,5898564
500001081,WW NH GNHW9/3.F1,2008,2008,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559026,5900609
500000619,WW NH NB03 F1,2005,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32558616,5899009
500000399,WW NH NB06 F1,1993,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556686,5897880
500000400,WW NH NB06 F2,1990,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556686,5897880
500000401,WW NH NB06 F3,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556686,5897880
500000402,WW NH NB06 F3/1,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556781,5897960
500000603,WW NH NB07 F1,1990,1996,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558656,5897110
500000604,WW NH NB07 F2,1990,1996,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558656,5897110
500000605,WW NH NB07 F3,1990,1996,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558656,5897110
500000606,WW NH NB07 F3/1,1990,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558576,5897085
500000403,WW NH NB08 F1,1990,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558856,5895900
500000404,WW NH NB08 F2,1990,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558856,5895900
500000408,WW NH NB10 F1,2005,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569151,5899689
500000409,WW NH NB10 F2,2005,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556356,5893871
500000607,WW NH NB14 F1,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568412,5896550
500000608,WW NH NB14 F2,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568412,5896550
500000609,WW NH NB14 F2/1,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568412,5896550
500000610,WW NH NB14 F4,1993,2001,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568412,5896550
500000420,WW NH NB16 F1,1993,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568052,5894481
500000421,WW NH NB16 F2,1993,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568052,5894481
500000422,WW NH NB16 F3,1990,2001,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568052,5894481
500000612,WW NH NB17 F2,1990,1996,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568822,5894531
500000613,WW NH NB17 F3,1990,1996,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568822,5894531
500000423,WW NH NB18 F1,1987,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569141,5893631
500000424,WW NH NB18 F2,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569141,5893631
500000425,WW NH NB18 F3,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569141,5893631
500000430,WW NH NB21 F1,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568012,5890532
500000432,WW NH NB21 F3,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568012,5890532
500000620,WW NH NB22 F1,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568322,5889729
500000434,WW NH NB24 F1,1990,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32565443,5893571
500000435,WW NH NB24 F2,1990,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32565443,5893571
500000463,WW NH NHBF133,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32567852,5901918
500000469,WW NH NHBF141,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558856,5897210
500000470,WW NH NHBF142,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32558216,5897350
500000472,WW NH NHBF144,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556496,5896630
500000483,WW NH NHBF160,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32559505,5902718
500000654,WW NH NHBF168 F2,2004,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554911,5897556
500000655,WW NH NHBF169 F2,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554173,5897741
500000493,WW NH NHBF171,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554127,5898639
500000494,WW NH NHBF172,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32553208,5899919
500000498,WW NH NHBF177,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554487,5897460
500000506,WW NH NHBL07,2005,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32574100,5901378
500000512,WW NH NHBL14,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569441,5891392
500000521,WW NH NHBL24,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559425,5900679
500000525,WW NH NHBL28,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32556966,5899119
500000532,WW NH NHBL37,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32552658,5898639
500000536,WW NH NHBL41,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554477,5899179
500000537,WW NH NHBL42A,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32554812,5897140
500000538,WW NH NHBL43,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Heidekreis,Weser,Wümme Lockergestein rechts,,Nordheide,32555557,5892332
500000540,WW NH NHBL44B,2005,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32553719,5900721
500000542,WW NH NHBL46,2005,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32567952,5897969
500000543,WW NH NHBL47,2004,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568482,5896510
500000547,WW NH NHBSTF04,2006,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Heidekreis,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32557326,5892672
500001030,WW NH NHE6.F1,1976,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32572310,5905613
500001031,WW NH NHE6.F2,1993,1997,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,,32572310,5905613
500000741,WW NH Ost Br 1,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32566501,5899002
500000750,WW NH Ost Br 10,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32572420,5898849
500000751,WW NH Ost Br 11,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32572809,5898152
500000752,WW NH Ost Br 12,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32573310,5898089
500000753,WW NH Ost Br 16,1994,2006,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32571760,5898649
500000742,WW NH Ost Br 2,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32567176,5899199
500000754,WW NH Ost Br 20,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32576288,5900738
500000758,WW NH Ost Br 21,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574850,5900450
500000755,WW NH Ost Br 22,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32574211,5900705
500000756,WW NH Ost Br 23,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32573588,5900252
500000757,WW NH Ost Br 24,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32572440,5899769
500000743,WW NH Ost Br 3,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568002,5899419
500000744,WW NH Ost Br 4,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32568582,5899659
500000745,WW NH Ost Br 5,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569152,5899709
500000746,WW NH Ost Br 6,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32569591,5900084
500000747,WW NH Ost Br 7,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32570048,5900085
500000748,WW NH Ost Br 8,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32570411,5899849
500000749,WW NH Ost Br 9,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Ilmenau Lockergestein links,,Nordheide,32571411,5899822
500000759,WW NH West Br 1,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555002,5898275
500000766,WW NH West Br 10,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559389,5898343
500000767,WW NH West Br 11,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32559975,5898299
500000768,WW NH West Br 12,2000,2007,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32560950,5898869
500000769,WW NH West Br 13,2000,2007,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556403,5898614
500000770,WW NH West Br 14,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555611,5900516
500000771,WW NH West Br 15,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555562,5901068
500000772,WW NH West Br 16,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555773,5901753
500000773,WW NH West Br 17,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555767,5902148
500000760,WW NH West Br 2,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555200,5897469
500000761,WW NH West Br 3,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555303,5896920
500000762,WW NH West Br 4,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555364,5898366
500000763,WW NH West Br 5,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32555962,5898509
500000764,WW NH West Br 6,2002,2007,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32556896,5898499
500000765,WW NH West Br 9,1994,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,Nordheide,32558826,5898969
800001368,WW Nienburg 1,1971,2003,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513510,5830714
800002362,WW Nienburg 1b,2004,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513510,5830714
800001370,WW Nienburg 10,1972,2002,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32512873,5830926
800001740,WW Nienburg 10 a,1998,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32512874,5830926
800001412,WW Nienburg 2,1983,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513395,5830749
800001462,WW Nienburg 3,1971,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513286,5830808
800001466,WW Nienburg 5,1971,1986,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513188,5831054
800001468,WW Nienburg 6,1971,1986,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513185,5831194
800001470,WW Nienburg 7,1971,2005,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513517,5831014
800002363,WW Nienburg 7a,2006,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513437,5830883
800001472,WW Nienburg 8,1983,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513159,5830888
800001474,WW Nienburg 9,1983,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Mittlere Weser Lockergestein rechts,"Weser, Landkreis Nienburg",Nienburg,32513048,5830951
500000840,WW Niendorf II Br 1,1990,2009,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,Niendorf II,32606028,5865353
500000841,WW Niendorf II Br 2,1990,2009,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,Niendorf II,32606080,5865316
500000842,WW Niendorf II Br 3,1990,2009,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,Niendorf II,32606157,5865368
500000843,WW Niendorf II Br 4,1990,2009,Grundwassergütemessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,Niendorf II,32605998,5865352
1300001178,WW Oerbke B03,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein links,,Oerbke,32548969,5854937
1300001179,WW Oerbke B04,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Böhme Lockergestein links,,Oerbke,32548799,5854627
